,PROPERTY_VALUE_AMT,TARGET,CRDT_LINE_CNT,DEROG_CNT,DEBT_INC_RTIO_AMT,LOAN_AMT,REASON_CDE,YOJ_AMT,MORTGAGE_DUE_AMT,RCNT_CRDT_CNT,OLD_AGE_TRADE_AMT,JOB_CDE,DELINGQ_CNT
2456,92081.0,0,19.0,0.0,35.896708642,24100,DebtCon,7.0,57041.0,0.0,230.05972968,Other,0.0
2457,190300.0,0,24.0,,,19000,DebtCon,13.0,145800.0,1.0,109.66666667,ProfExe,
2458,88231.0,1,12.0,0.0,55.962022219,16800,DebtCon,8.0,27623.0,0.0,122.46327196,ProfExe,0.0
2459,,1,5.0,0.0,35.084000935,50000,DebtCon,8.0,30338.0,0.0,91.431004854,Mgr,0.0
2460,237546.0,0,26.0,0.0,39.483913745,23200,DebtCon,2.0,184526.0,0.0,291.6334148,ProfExe,0.0
2461,471827.0,0,15.0,0.0,40.772058490999996,41400,HomeImp,1.0,362578.0,4.0,292.13598502,ProfExe,0.0
2462,110000.0,1,46.0,6.0,,17000,DebtCon,0.4,87600.0,2.0,180.56666667,Other,0.0
2463,50963.0,0,12.0,0.0,31.258328648000003,25200,DebtCon,24.0,26255.0,,302.43122405,Other,0.0
2464,177819.0,0,30.0,0.0,34.368269329,26300,DebtCon,17.0,118304.0,1.0,299.21725229,Sales,0.0
2465,177998.0,0,21.0,0.0,27.533272218,15200,DebtCon,12.0,142766.0,0.0,260.38343907,Mgr,0.0
2466,97205.0,0,24.0,0.0,35.226997192,4700,,2.0,67913.0,0.0,142.82439151,Mgr,0.0
2467,139350.0,1,17.0,0.0,,12000,HomeImp,2.0,118000.0,2.0,153.16666667,ProfExe,0.0
2468,73085.0,0,16.0,0.0,38.727417296999995,10100,HomeImp,5.0,54873.0,1.0,252.25289259,Other,1.0
2469,112000.0,1,58.0,4.0,,28100,DebtCon,20.0,72100.0,1.0,120.73333333,ProfExe,1.0
2470,84576.0,0,35.0,,28.971803768,10600,DebtCon,0.0,64546.0,,173.62528427,Other,
2471,122000.0,0,38.0,1.0,,25000,DebtCon,0.0,89000.0,3.0,193.8,ProfExe,0.0
2472,65160.0,1,22.0,0.0,47.079285365,10500,DebtCon,1.0,55267.0,8.0,108.27542318,Other,0.0
2473,47537.0,0,24.0,,37.171638545,21300,DebtCon,1.0,28463.0,,317.3006251,Other,
2474,53969.0,1,18.0,0.0,65.495243152,12000,DebtCon,5.0,48189.0,0.0,276.38174269,Other,0.0
2475,60628.0,0,9.0,0.0,22.984818990999997,24300,DebtCon,23.0,,0.0,145.29273612,Other,0.0
2476,28600.0,0,15.0,0.0,39.008673024000004,11300,HomeImp,20.0,,0.0,190.03121757,Office,0.0
2477,33888.0,0,14.0,0.0,28.243062567,25900,HomeImp,24.0,,2.0,73.858496717,Other,0.0
2478,80868.0,1,7.0,0.0,43.313200228999996,13900,DebtCon,18.0,,1.0,278.30142446,ProfExe,0.0
2479,64000.0,0,21.0,0.0,,12000,DebtCon,1.0,43000.0,0.0,262.96666667,Other,0.0
2480,86176.0,0,26.0,1.0,30.958519988000003,15400,DebtCon,2.0,73793.0,3.0,229.36937607,Other,0.0
2481,132791.0,1,64.0,0.0,62.801732089,38000,DebtCon,10.0,94083.0,0.0,212.99272796,Self,1.0
2482,83858.0,0,47.0,0.0,28.91075714,8400,HomeImp,25.0,82597.0,1.0,350.56813617,Other,0.0
2483,78449.0,0,36.0,0.0,40.561983645,13700,DebtCon,12.0,70763.0,5.0,271.65672425,Office,0.0
2484,59530.0,1,27.0,1.0,,15900,DebtCon,4.6,43830.0,1.0,148.13333333,Other,0.0
2485,64714.0,0,19.0,1.0,16.5302805,40700,HomeImp,,11541.0,0.0,298.64853168,Office,0.0
2486,70607.0,0,19.0,0.0,40.345260733,8800,HomeImp,4.0,56963.0,3.0,99.76441458,Other,0.0
2487,54923.0,0,12.0,0.0,38.732132169,20800,DebtCon,,29503.0,0.0,215.48071426,Other,0.0
2488,65800.0,0,48.0,0.0,30.556511873,17200,DebtCon,7.0,52011.0,2.0,120.32397922,Other,1.0
2489,68912.0,0,16.0,0.0,22.175263227,15900,DebtCon,9.0,38860.0,1.0,250.92750292,ProfExe,0.0
2490,42289.0,1,26.0,0.0,38.436490085,8600,DebtCon,4.0,36933.0,2.0,100.61642113,Mgr,0.0
2491,130818.0,1,12.0,0.0,43.680965012,44400,HomeImp,9.0,67272.0,0.0,112.59185049999999,Other,0.0
2492,86400.0,1,28.0,0.0,,13000,DebtCon,12.0,60000.0,0.0,149.16666667,Other,2.0
2493,95708.0,0,16.0,,37.460417567,22500,DebtCon,4.0,62137.0,,187.16614886,Office,
2494,52026.0,0,8.0,,21.621195099,12500,HomeImp,6.0,,,173.71723930000002,Mgr,
2495,51055.0,0,14.0,,28.207435743,26300,DebtCon,,,,70.253394593,Other,
2496,74750.0,1,9.0,1.0,,13100,DebtCon,14.0,54000.0,0.0,92.4,Other,0.0
2497,105000.0,1,46.0,0.0,,25000,DebtCon,10.0,74800.0,2.0,163.3,Mgr,5.0
2498,103081.0,0,18.0,0.0,36.309962492,17600,DebtCon,1.0,72232.0,0.0,143.96715312,Other,0.0
2499,68029.0,0,17.0,1.0,36.07297543,17900,DebtCon,26.0,46342.0,1.0,279.00708055,Mgr,0.0
2500,140031.0,0,32.0,0.0,31.027335916,24400,HomeImp,6.0,93411.0,0.0,177.51124938,ProfExe,0.0
2501,85557.0,0,22.0,0.0,34.597191903,26900,DebtCon,0.0,54071.0,0.0,91.20997622799999,Office,2.0
2502,102671.0,0,16.0,0.0,32.886875225,18000,HomeImp,7.0,72152.0,0.0,84.639348205,ProfExe,0.0
2503,107834.0,0,24.0,0.0,37.610845011,17300,HomeImp,3.0,91350.0,0.0,118.13306488,ProfExe,0.0
2504,115077.0,0,26.0,0.0,39.816800565,23100,DebtCon,24.0,95352.0,0.0,253.32937133,Other,0.0
2505,70136.0,0,11.0,,38.132345766,7700,DebtCon,7.0,56622.0,1.0,120.76450919999999,Mgr,4.0
2506,80114.0,0,9.0,0.0,4.1427039717000005,21800,DebtCon,13.0,48139.0,1.0,111.99863079,Other,0.0
2507,212995.0,0,14.0,0.0,26.325111199999995,13600,HomeImp,1.0,115816.0,1.0,114.8430305,ProfExe,0.0
2508,57453.0,1,22.0,0.0,,5400,DebtCon,4.0,45509.0,0.0,95.6,Sales,0.0
2509,65535.0,0,18.0,0.0,32.783483568,11800,DebtCon,11.0,57760.0,1.0,108.46940045,Mgr,0.0
2510,35200.0,1,14.0,0.0,,10600,DebtCon,13.0,22000.0,5.0,90.333333333,Mgr,0.0
2511,36100.0,1,14.0,0.0,,3100,HomeImp,1.5,39589.0,1.0,153.16666667,Other,0.0
2512,81255.0,0,22.0,0.0,23.542129915,22900,DebtCon,3.0,,0.0,405.86784833,Sales,0.0
2513,180053.0,0,17.0,0.0,43.037750038999995,20800,HomeImp,9.0,136884.0,0.0,323.5951974,Mgr,0.0
2514,90444.0,1,7.0,1.0,39.15104729,10200,HomeImp,,48670.0,,89.355474878,Other,1.0
2515,66340.0,0,21.0,0.0,38.662629402,18400,DebtCon,,16756.0,0.0,239.84485263,Office,0.0
2516,56247.0,1,24.0,0.0,,10500,DebtCon,8.0,41500.0,2.0,70.033333333,Other,1.0
2517,125652.0,0,50.0,,42.244927573000005,6400,HomeImp,8.0,99131.0,1.0,419.3751538,Other,
2518,90143.0,0,29.0,0.0,25.621650411999997,9800,HomeImp,17.0,56188.0,0.0,171.41365835,Other,0.0
2519,60781.0,0,14.0,0.0,27.719938143,17100,,8.0,,0.0,101.01406133,,0.0
2520,65501.0,1,24.0,0.0,35.212181264,12400,DebtCon,9.0,45604.0,1.0,70.33753056399999,Other,1.0
2521,103648.0,0,25.0,0.0,34.286250508,33200,DebtCon,4.0,57419.0,1.0,175.38672313,Office,0.0
2522,175989.0,0,42.0,,40.862678366,20600,DebtCon,5.0,138918.0,4.0,189.95591947,ProfExe,
2523,116819.0,0,27.0,0.0,40.857427037,23400,DebtCon,24.0,90924.0,1.0,245.89786162,Other,0.0
2524,64273.0,0,19.0,0.0,15.249613012000001,42600,HomeImp,,13284.0,0.0,310.39832249,Office,0.0
2525,42189.0,0,50.0,0.0,42.042706175999996,34100,DebtCon,1.0,241545.0,3.0,196.55422123,Mgr,2.0
2526,49244.0,0,9.0,0.0,20.82876656,14600,HomeImp,9.0,28050.0,1.0,122.11663939,Other,0.0
2527,111319.0,0,34.0,0.0,27.57659689,16800,DebtCon,1.0,102838.0,0.0,257.3285966,Office,0.0
2528,83695.0,0,16.0,0.0,40.625052691,16800,DebtCon,3.0,57329.0,2.0,294.99970155,Other,0.0
2529,46697.0,0,6.0,0.0,36.062827417,35600,DebtCon,7.0,20552.0,0.0,45.14448683,Mgr,0.0
2530,31671.0,0,8.0,,33.215104024,14200,DebtCon,13.0,,2.0,82.99126514,Other,
2531,83232.0,0,20.0,0.0,27.898802748,16300,HomeImp,,59901.0,0.0,284.51430538,Other,0.0
2532,70710.0,0,24.0,1.0,39.738576265,6700,DebtCon,9.0,66587.0,1.0,43.923382631,ProfExe,0.0
2533,232345.0,0,32.0,0.0,42.336226896,28400,DebtCon,1.0,183314.0,1.0,300.90431006,ProfExe,0.0
2534,101302.0,0,22.0,0.0,41.569983536,15700,DebtCon,1.0,85384.0,0.0,128.28624705,Other,0.0
2535,,1,43.0,2.0,38.014917273,21600,DebtCon,,154991.0,0.0,165.60083001,Self,4.0
2536,72225.0,0,21.0,0.0,28.13158042,15000,DebtCon,1.0,44623.0,0.0,268.4203579,Other,0.0
2537,51974.0,0,13.0,,28.116067418000004,25600,DebtCon,,,,100.67686562,Other,
2538,122335.0,0,26.0,0.0,34.84691939,21800,DebtCon,3.0,90065.0,1.0,212.69546756,Self,0.0
2539,67770.0,0,16.0,0.0,31.029002604000002,51500,DebtCon,6.0,42041.0,1.0,205.65657649,Office,
2540,38356.0,0,13.0,0.0,20.927415374000002,27000,DebtCon,8.0,,,87.474223059,Other,
2541,103297.0,0,20.0,2.0,22.553039619,14900,DebtCon,4.0,72637.0,0.0,83.46608634100001,Other,0.0
2542,87753.0,0,29.0,1.0,38.972486705,26400,DebtCon,8.0,59288.0,3.0,145.88249239,Other,1.0
2543,60679.0,0,10.0,1.0,28.394817363,14800,DebtCon,6.0,46698.0,2.0,126.49380515,,0.0
2544,121601.0,0,24.0,0.0,30.991174103000002,22400,HomeImp,11.0,89985.0,2.0,111.98242007,Mgr,0.0
2545,32500.0,1,16.0,0.0,,7000,DebtCon,4.0,19894.0,1.0,134.7,Other,0.0
2546,63895.0,0,20.0,0.0,19.762113701,5300,HomeImp,19.0,47449.0,0.0,208.16271401,Office,0.0
2547,155460.0,0,25.0,0.0,33.600608463,21600,DebtCon,16.0,105654.0,0.0,193.04880318,Mgr,0.0
2548,42013.0,0,50.0,0.0,41.644794258000005,33500,DebtCon,3.0,240157.0,2.0,201.61229884,Mgr,2.0
2549,101320.0,0,26.0,0.0,25.27620451,14700,HomeImp,6.0,77565.0,0.0,120.82737185,ProfExe,0.0
2550,134103.0,0,46.0,0.0,39.676976607,17000,DebtCon,1.0,108154.0,0.0,279.3611988,Other,0.0
2551,40320.0,1,8.0,0.0,37.113613558000004,1700,HomeImp,9.0,30548.0,1.0,101.46600191,Other,0.0
2552,78878.0,0,23.0,0.0,24.200935826,23700,DebtCon,4.0,,0.0,408.18764616,Sales,0.0
2553,64838.0,0,34.0,0.0,40.396233444,10700,HomeImp,9.0,50210.0,2.0,95.039168276,Other,0.0
2554,165000.0,1,27.0,0.0,,25000,DebtCon,17.5,117500.0,1.0,239.4,ProfExe,3.0
2555,208657.0,0,31.0,0.0,36.099926976,40000,HomeImp,3.0,145351.0,0.0,153.82654377,ProfExe,0.0
2556,12414.0,0,16.0,,40.570169156999995,19400,DebtCon,5.0,63508.0,1.0,64.407604619,Other,
2557,76000.0,1,12.0,2.0,,6300,DebtCon,0.8,65875.0,1.0,84.0,Mgr,0.0
2558,132723.0,0,13.0,0.0,31.442611616,19000,DebtCon,7.0,107199.0,0.0,91.371931685,ProfExe,0.0
2559,106107.0,0,24.0,0.0,28.774702133,12300,HomeImp,19.0,89333.0,3.0,120.25788605,Other,0.0
2560,44195.0,0,12.0,0.0,29.404935156,14700,HomeImp,9.0,30306.0,2.0,87.431226279,Other,1.0
2561,169503.0,1,32.0,0.0,58.826929601,34400,DebtCon,10.0,155536.0,4.0,107.70992269999999,Office,0.0
2562,76717.0,0,24.0,,32.021051449,33400,DebtCon,9.0,37262.0,,131.04498598,Other,
2563,44220.0,0,14.0,0.0,42.618223461,31600,DebtCon,28.0,15036.0,0.0,204.70091689,Other,0.0
2564,142000.0,1,25.0,1.0,,17500,DebtCon,1.0,110603.0,3.0,163.06666667,Other,0.0
2565,137208.0,0,33.0,,32.056072285999996,12300,DebtCon,15.0,114035.0,0.0,173.71432273,ProfExe,1.0
2566,80000.0,1,2.0,0.0,,10000,DebtCon,2.0,65000.0,3.0,26.366666666999997,Other,0.0
2567,65440.0,1,,,42.368944329,9000,HomeImp,5.0,32539.0,,,Office,
2568,118545.0,0,18.0,0.0,38.899231691,18300,DebtCon,12.0,90099.0,3.0,140.51585064,ProfExe,0.0
2569,53388.0,0,19.0,,26.72002818,6100,HomeImp,9.0,48300.0,,178.48960216,Office,
2570,69086.0,0,11.0,0.0,29.249143601999997,17100,DebtCon,6.0,46953.0,2.0,165.62778833,ProfExe,0.0
2571,56851.0,0,13.0,0.0,31.075616581,11000,HomeImp,10.0,,2.0,308.43564919,Other,0.0
2572,65636.0,0,14.0,0.0,42.226716481,19000,DebtCon,7.0,42488.0,3.0,90.676444354,Other,0.0
2573,208924.0,0,7.0,0.0,18.249721916,11900,HomeImp,15.0,83877.0,,12.752046941,Self,0.0
2574,69422.0,0,13.0,0.0,36.64708052,14800,DebtCon,3.0,50570.0,0.0,191.17794146,Other,0.0
2575,98964.0,0,29.0,0.0,38.372223501,25100,DebtCon,16.0,58042.0,0.0,125.79586391,Other,1.0
2576,50548.0,0,9.0,,23.886330813,10300,HomeImp,5.0,,,165.55319924,Mgr,
2577,157940.0,0,24.0,0.0,38.22673698,27600,DebtCon,4.0,124139.0,0.0,288.88653955,Mgr,0.0
2578,43683.0,1,,,21.935498813000002,6000,HomeImp,,,,,Other,
2579,22399.0,0,18.0,0.0,22.196624712,22300,DebtCon,5.0,,1.0,96.642686986,ProfExe,0.0
2580,245685.0,0,42.0,0.0,42.345471385,28800,HomeImp,8.0,204455.0,1.0,123.39674713,Other,0.0
2581,80000.0,1,30.0,,,10000,DebtCon,5.0,62000.0,4.0,97.4,Other,1.0
2582,105624.0,0,23.0,,40.691953683,22800,DebtCon,1.0,76733.0,5.0,225.32750789,Mgr,
2583,56000.0,1,42.0,1.0,,8400,DebtCon,0.0,44800.0,4.0,314.5,Other,5.0
2584,46466.26,0,18.0,1.0,,8000,HomeImp,21.0,38758.0,1.0,229.3,Mgr,1.0
2585,48600.0,1,16.0,0.0,,10000,DebtCon,24.0,16288.0,1.0,268.83333333,Other,0.0
2586,61844.0,0,8.0,0.0,22.71865262,27000,DebtCon,26.0,,0.0,133.09973693,Other,0.0
2587,73849.0,0,5.0,0.0,18.481293525,20900,HomeImp,7.0,,1.0,124.95599784,Office,0.0
2588,103067.0,0,17.0,0.0,34.002295373,16800,DebtCon,1.0,73280.0,0.0,140.36213401,Other,0.0
2589,92300.0,1,30.0,0.0,,22600,DebtCon,16.0,69675.0,0.0,240.43333333,Other,6.0
2590,64703.0,0,21.0,0.0,40.139231794000004,21200,DebtCon,12.0,44097.0,1.0,123.89394862,Office,2.0
2591,80000.0,0,10.0,0.0,,19000,DebtCon,12.0,47400.0,1.0,95.366666667,Other,0.0
2592,97795.0,0,26.0,0.0,41.583529165,14900,HomeImp,,85486.0,1.0,173.01078502,Office,0.0
2593,35461.0,0,6.0,1.0,29.439664242,5700,DebtCon,0.0,26927.0,10.0,21.799352154,Other,0.0
2594,91187.0,0,16.0,0.0,26.767768842,17100,DebtCon,0.0,74922.0,0.0,80.582655587,Mgr,0.0
2595,88300.0,0,17.0,0.0,,6500,HomeImp,29.0,55000.0,1.0,234.4,Office,0.0
2596,63065.0,1,22.0,0.0,41.210107042,25700,DebtCon,0.0,32613.0,0.0,218.48527507,Other,0.0
2597,63762.0,0,5.0,0.0,39.675833585999996,18700,DebtCon,0.0,11886.0,0.0,315.26049950000004,Sales,0.0
2598,47805.0,0,7.0,0.0,16.727748096,31900,DebtCon,0.0,23517.0,0.0,78.813600281,Other,0.0
2599,103544.0,0,24.0,,42.93996933,25600,DebtCon,0.0,76383.0,5.0,222.24219828,Mgr,
2600,59375.0,1,18.0,0.0,,10700,DebtCon,2.0,41144.0,1.0,73.6,Other,0.0
2601,152627.0,0,16.0,0.0,35.367656803,19500,HomeImp,3.0,92663.0,0.0,106.71262790000002,ProfExe,0.0
2602,94000.0,1,17.0,,,12300,DebtCon,41.0,77000.0,4.0,212.86666667,Mgr,4.0
2603,115165.0,0,8.0,0.0,34.400376562,18900,DebtCon,13.0,87081.0,1.0,120.46218617,Other,0.0
2604,105881.0,0,14.0,0.0,32.778270828000004,22400,HomeImp,6.0,38669.0,0.0,125.24284167,Other,0.0
2605,86703.0,0,29.0,0.0,26.87488997,11100,HomeImp,16.0,53232.0,0.0,183.20620747,Other,0.0
2606,79959.0,0,9.0,,37.16369797,18000,DebtCon,1.0,52301.0,0.0,290.2806482,Other,1.0
2607,196270.0,0,21.0,0.0,37.949593406999995,34300,DebtCon,19.0,146171.0,1.0,195.55580104,ProfExe,0.0
2608,135942.0,1,24.0,0.0,,15000,DebtCon,19.5,106239.0,2.0,9.1,ProfExe,1.0
2609,128989.0,0,9.0,0.0,40.640916113,17100,DebtCon,11.0,22162.0,0.0,367.9970935,Other,0.0
2610,102997.0,0,13.0,0.0,34.300201816,78700,HomeImp,25.0,22762.0,0.0,146.63284161,,0.0
2611,74584.0,0,22.0,0.0,38.801877068,20100,DebtCon,,14749.0,0.0,252.60593155,Office,0.0
2612,115759.0,0,18.0,0.0,39.834319933,18600,DebtCon,9.0,84874.0,3.0,146.06981083,ProfExe,0.0
2613,130019.0,0,16.0,0.0,32.469202654,19900,DebtCon,27.0,96435.0,3.0,274.2825562,Office,0.0
2614,100292.0,0,24.0,0.0,36.33819671,18000,HomeImp,22.0,65836.0,0.0,237.10163194,ProfExe,0.0
2615,143915.0,0,32.0,,28.977738657,11900,DebtCon,15.0,114329.0,0.0,185.57266828,ProfExe,1.0
2616,103546.0,1,16.0,9.0,34.068268927,20500,DebtCon,5.0,85884.0,5.0,39.985829576,Other,0.0
2617,102910.0,0,14.0,0.0,,78400,HomeImp,27.0,13900.0,0.0,138.0,,1.0
2618,111800.0,0,32.0,0.0,,25000,DebtCon,5.0,69300.0,2.0,95.366666667,Other,0.0
2619,65778.0,0,18.0,0.0,15.652880789000001,42500,HomeImp,,9898.0,0.0,318.25546193,Office,0.0
2620,84630.0,0,15.0,0.0,41.673996362,4900,HomeImp,4.0,67794.0,0.0,112.57341888,Other,0.0
2621,46600.0,1,9.0,0.0,,10000,HomeImp,9.0,26197.0,2.0,165.96666667,ProfExe,0.0
2622,86203.0,0,22.0,0.0,33.755272795,19600,DebtCon,18.0,55169.0,1.0,223.60332921,Other,0.0
2623,68443.0,0,10.0,,40.717668846,6900,DebtCon,7.0,50387.0,2.0,105.82732904,Mgr,3.0
2624,95154.0,0,16.0,0.0,31.254821634000002,19800,HomeImp,6.0,69174.0,0.0,59.459256192,ProfExe,0.0
2625,86443.0,0,25.0,0.0,32.13676623,14200,DebtCon,2.0,71979.0,3.0,238.26434622,Other,0.0
2626,94575.0,0,24.0,0.0,,15000,HomeImp,23.0,62000.0,1.0,238.4,ProfExe,0.0
2627,73800.0,0,24.0,0.0,,20000,DebtCon,4.0,,0.0,404.76666667,Sales,0.0
2628,165267.0,1,31.0,0.0,36.178121999999995,16500,DebtCon,14.0,143404.0,1.0,169.7373629,Mgr,1.0
2629,101680.0,0,22.0,0.0,40.111578298000005,12800,DebtCon,0.0,81694.0,1.0,159.35410405,Other,0.0
2630,85000.0,0,21.0,0.0,,17000,DebtCon,9.0,23200.0,1.0,149.06666667,ProfExe,0.0
2631,92051.0,1,31.0,0.0,42.373232999,17900,HomeImp,10.0,51080.0,0.0,117.08978536,Mgr,0.0
2632,67000.0,1,14.0,0.0,,7200,DebtCon,24.0,46000.0,1.0,142.0,Other,0.0
2633,133226.0,0,9.0,0.0,40.147908351,19700,DebtCon,9.0,19349.0,1.0,342.31635733,Other,0.0
2634,82242.0,0,30.0,0.0,31.243408701,5700,DebtCon,3.0,49806.0,3.0,210.34747857,,0.0
2635,249071.0,0,21.0,0.0,41.098025151,8200,DebtCon,,172497.0,0.0,114.98197436,Sales,0.0
2636,135917.0,1,16.0,1.0,38.289202295,17900,DebtCon,1.0,70046.0,0.0,138.01100827,Self,2.0
2637,164559.0,0,20.0,1.0,34.079157691,24600,DebtCon,5.0,135278.0,0.0,225.36684849,Other,0.0
2638,88287.0,0,16.0,,37.171395539,22400,DebtCon,3.0,62354.0,,163.05640935,Office,
2639,105880.0,0,29.0,0.0,37.195249012,25400,DebtCon,17.0,61771.0,0.0,130.15042286,Other,1.0
2640,83847.0,0,20.0,0.0,24.5182717,17300,DebtCon,6.0,65136.0,0.0,127.09997366,Office,0.0
2641,91614.0,0,13.0,0.0,42.488517052,11800,HomeImp,26.0,65012.0,2.0,171.88954687,Office,0.0
2642,135789.0,0,18.0,0.0,27.869079212,13800,DebtCon,15.0,85805.0,0.0,303.68822972,ProfExe,0.0
2643,118184.0,0,50.0,,40.39647435,7300,HomeImp,10.0,93428.0,1.0,411.95205053,Other,
2644,124500.0,1,40.0,1.0,,12800,DebtCon,7.0,111000.0,2.0,203.9,Sales,0.0
2645,59000.0,0,37.0,0.0,,7000,DebtCon,16.0,46225.0,0.0,219.13333333,Other,4.0
2646,103833.0,0,24.0,0.0,29.21582663,13100,HomeImp,21.0,82411.0,4.0,135.86303837,Other,0.0
2647,111291.0,0,23.0,,39.487198141,17100,HomeImp,1.0,49951.0,1.0,151.10459247,Office,2.0
2648,37500.0,1,5.0,0.0,,5000,HomeImp,,,10.0,107.13333333,Other,3.0
2649,183598.0,0,38.0,,31.085617659,28100,DebtCon,0.0,135991.0,,131.58912441,Mgr,
2650,64852.0,0,19.0,0.0,15.60459962,43100,HomeImp,,13356.0,0.0,320.31054832,Office,0.0
2651,123705.0,1,22.0,,84.37903408300001,19600,DebtCon,19.0,94419.0,0.0,92.739380404,Self,2.0
2652,135561.0,0,20.0,0.0,29.37360717,22400,DebtCon,,98238.0,0.0,194.28209915,ProfExe,0.0
2653,12737.0,0,17.0,,40.446579317,20000,DebtCon,5.0,59936.0,0.0,63.39540036100001,Other,
2654,72418.0,0,31.0,0.0,38.867949083,10000,DebtCon,14.0,64375.0,3.0,207.61730644,ProfExe,0.0
2655,121696.0,0,27.0,0.0,32.64426513,24800,DebtCon,3.0,98139.0,1.0,208.52326694,Self,0.0
2656,61266.0,0,9.0,0.0,26.353753375,18000,DebtCon,5.0,46865.0,2.0,102.59467389,,0.0
2657,50534.0,0,10.0,0.0,24.098266760999998,26100,DebtCon,24.0,20566.0,1.0,140.5532102,Other,0.0
2658,225750.0,1,5.0,0.0,,10000,HomeImp,2.0,186000.0,,75.866666667,ProfExe,0.0
2659,67967.0,0,19.0,0.0,31.540218257,10600,DebtCon,10.0,58701.0,1.0,116.53228926,Mgr,0.0
2660,93917.0,0,15.0,,24.491198608,8800,DebtCon,15.0,73765.0,4.0,128.85330185,Other,
2661,159500.0,0,14.0,0.0,,34500,DebtCon,,109000.0,3.0,250.63333333,Other,0.0
2662,146689.0,0,11.0,0.0,41.7807059,65800,HomeImp,8.0,71611.0,0.0,132.84662311,Office,1.0
2663,854114.0,1,23.0,0.0,43.258778977,41700,HomeImp,18.0,,1.0,189.09937822,Other,0.0
2664,69492.0,0,,,32.977197226,6000,,,,,,,
2665,60238.0,0,5.0,0.0,37.999081526,32200,DebtCon,0.0,16232.0,1.0,116.72974546,Other,0.0
2666,129454.0,0,31.0,0.0,28.065590865999997,15400,HomeImp,10.0,100848.0,2.0,174.89651925,ProfExe,0.0
2667,66082.0,0,16.0,0.0,38.393634669,17200,DebtCon,29.0,48427.0,1.0,283.84875911,Mgr,0.0
2668,103344.0,0,27.0,0.0,24.35085757,14400,HomeImp,5.0,78777.0,1.0,104.40459654,ProfExe,0.0
2669,127834.0,0,20.0,0.0,38.669072838000005,36000,DebtCon,30.0,89270.0,0.0,350.61952731,Mgr,0.0
2670,115721.0,1,35.0,0.0,33.227763077,27000,DebtCon,9.0,79218.0,0.0,280.34372010000004,Other,0.0
2671,267238.0,0,32.0,1.0,31.622843542,37200,DebtCon,2.0,205922.0,0.0,238.21147988,ProfExe,0.0
2672,164592.0,0,13.0,0.0,34.322285070999996,36400,DebtCon,,118040.0,2.0,250.00328319,Other,0.0
2673,210685.0,0,16.0,0.0,26.860500326,18300,DebtCon,2.0,121001.0,0.0,192.97728543,Other,0.0
2674,44716.0,0,29.0,,37.88226039,10600,DebtCon,8.0,31216.0,6.0,149.19464754,Other,1.0
2675,,1,25.0,0.0,,49500,,0.0,247500.0,2.0,160.33333333,Other,4.0
2676,115224.0,1,21.0,0.0,,45900,DebtCon,,52720.0,0.0,126.11651831,Other,1.0
2677,92224.0,0,22.0,0.0,38.94860467,13300,DebtCon,9.0,79512.0,4.0,159.20708757,Other,0.0
2678,85864.0,0,15.0,0.0,40.246312084,17800,DebtCon,2.0,61494.0,3.0,303.83765082,Other,0.0
2679,109650.0,0,34.0,0.0,,13700,DebtCon,3.5,94650.0,1.0,268.83333333,Office,1.0
2680,121416.0,0,16.0,0.0,35.287166428,12700,,14.0,105293.0,0.0,250.01888053,Office,0.0
2681,102921.0,1,45.0,0.0,36.987085694,16300,DebtCon,23.0,79087.0,0.0,256.25308431,Sales,0.0
2682,123858.0,0,27.0,0.0,34.596837528,13700,DebtCon,9.0,95065.0,0.0,176.95253246,Other,0.0
2683,65565.0,0,13.0,0.0,26.644324791,12100,DebtCon,4.0,50150.0,0.0,166.23170863,Other,0.0
2684,176096.0,0,34.0,0.0,40.479243579,26700,DebtCon,1.0,144243.0,0.0,194.67979612,Other,0.0
2685,94488.0,0,19.0,0.0,29.961189014000002,17900,DebtCon,1.0,72501.0,3.0,162.38956192,Office,0.0
2686,119100.0,1,19.0,0.0,,24400,HomeImp,12.0,88000.0,5.0,84.233333333,Other,0.0
2687,87645.0,0,15.0,0.0,43.90230255,18300,DebtCon,1.0,63351.0,3.0,324.61464700000005,Other,0.0
2688,111778.0,0,33.0,1.0,31.770101546,14700,DebtCon,1.0,90662.0,0.0,148.42324633,ProfExe,1.0
2689,186139.0,0,19.0,0.0,39.189141603,30100,DebtCon,2.0,138322.0,2.0,215.75086797,ProfExe,0.0
2690,182588.0,0,18.0,1.0,40.361852067,30300,DebtCon,1.0,137927.0,1.0,248.98067202,ProfExe,0.0
2691,26140.0,0,7.0,1.0,27.075256643000003,9200,DebtCon,0.0,19756.0,9.0,0.4867114508,Other,0.0
2692,162449.0,0,18.0,0.0,19.551242992,9500,HomeImp,10.0,131394.0,0.0,222.00950490000002,ProfExe,0.0
2693,78084.0,0,26.0,0.0,37.964554318000005,6400,HomeImp,8.0,76732.0,0.0,109.19302137,Other,0.0
2694,89437.0,0,15.0,0.0,30.798763531,10100,DebtCon,5.0,72136.0,0.0,205.73712524,,0.0
2695,92946.0,0,11.0,0.0,27.503540170999997,17200,HomeImp,5.0,62840.0,0.0,133.15948077,ProfExe,0.0
2696,79252.0,0,37.0,0.0,41.905604624,13200,DebtCon,13.0,69195.0,3.0,248.78813035,Office,0.0
